time,x,y,z,gforce
0.828,-1.043,0.270,1.210,1.620
0.831,-1.031,0.268,1.236,1.632
0.833,-1.018,0.268,1.218,1.610
0.838,-1.003,0.256,1.246,1.620
0.840,-0.986,0.259,1.246,1.610
0.841,-0.972,0.245,1.256,1.607
0.843,-0.957,0.235,1.254,1.595
0.845,-0.947,0.226,1.243,1.579
0.848,-0.935,0.224,1.241,1.570
0.850,-0.943,0.217,1.241,1.573
0.854,-0.940,0.214,1.223,1.558
0.856,-0.939,0.211,1.220,1.554
0.858,-0.933,0.219,1.192,1.529
0.861,-0.929,0.220,1.179,1.517
0.863,-0.918,0.226,1.163,1.499
0.865,-0.914,0.231,1.137,1.477
0.869,-0.904,0.233,1.120,1.458
0.870,-0.895,0.236,1.088,1.428
0.873,-0.891,0.235,1.067,1.410
0.875,-0.889,0.230,1.049,1.394
0.878,-0.889,0.225,1.028,1.378
0.880,-0.887,0.226,1.014,1.366
0.883,-0.883,0.229,0.991,1.347
0.885,-0.881,0.228,0.974,1.333
0.888,-0.874,0.236,0.947,1.310
0.890,-0.871,0.246,0.918,1.289
0.893,-0.872,0.256,0.891,1.273
0.895,-0.870,0.271,0.860,1.253
0.898,-0.883,0.269,0.837,1.246
0.900,-0.884,0.271,0.825,1.239
0.904,-0.889,0.276,0.815,1.237
0.909,-0.892,0.272,0.802,1.230
0.909,-0.899,0.269,0.806,1.237
0.910,-0.902,0.262,0.805,1.237
0.913,-0.904,0.274,0.817,1.249
0.916,-0.905,0.274,0.819,1.251
0.918,-0.895,0.272,0.835,1.254
0.920,-0.902,0.276,0.853,1.272
0.922,-0.907,0.281,0.864,1.284
0.925,-0.914,0.286,0.867,1.292
0.928,-0.904,0.286,0.876,1.291
0.930,-0.904,0.286,0.889,1.299
0.933,-0.888,0.293,0.893,1.293
0.937,-0.879,0.291,0.897,1.289
0.938,-0.863,0.289,0.883,1.268
0.940,-0.846,0.278,0.883,1.254
0.942,-0.829,0.274,0.871,1.234
0.945,-0.810,0.270,0.862,1.213
0.947,-0.795,0.270,0.856,1.199
0.950,-0.778,0.268,0.845,1.179
0.952,-0.765,0.259,0.846,1.170
0.955,-0.747,0.251,0.837,1.150
0.957,-0.735,0.246,0.842,1.145
0.960,-0.718,0.230,0.838,1.127
0.962,-0.701,0.234,0.851,1.127
0.965,-0.679,0.229,0.839,1.104
0.967,-0.665,0.230,0.854,1.106
0.970,-0.640,0.219,0.848,1.085
0.972,-0.618,0.213,0.842,1.066
0.975,-0.604,0.212,0.843,1.058
0.977,-0.591,0.206,0.838,1.046
0.980,-0.587,0.204,0.834,1.040
0.982,-0.580,0.204,0.825,1.029
0.986,-0.576,0.204,0.815,1.019
0.987,-0.591,0.209,0.809,1.024
0.990,-0.594,0.215,0.809,1.026
0.992,-0.604,0.211,0.806,1.029
0.995,-0.614,0.228,0.793,1.029
0.997,-0.620,0.224,0.790,1.029
1.000,-0.623,0.230,0.757,1.007
1.003,-0.628,0.238,0.748,1.005
1.005,-0.635,0.241,0.742,1.006
1.007,-0.646,0.243,0.724,1.000
1.010,-0.659,0.246,0.720,1.007
1.012,-0.669,0.255,0.715,1.012
1.015,-0.675,0.256,0.696,1.003
1.017,-0.680,0.244,0.683,0.994
1.026,-0.677,0.247,0.670,0.984
1.026,-0.674,0.251,0.660,0.976
1.026,-0.663,0.248,0.653,0.963
1.028,-0.657,0.237,0.644,0.950
1.030,-0.656,0.234,0.637,0.944
1.032,-0.652,0.222,0.636,0.937
1.034,-0.649,0.226,0.617,0.924
1.039,-0.633,0.221,0.600,0.900
1.039,-0.617,0.216,0.577,0.872
1.042,-0.601,0.220,0.575,0.861
1.044,-0.591,0.208,0.560,0.840
1.047,-0.578,0.208,0.559,0.830
1.049,-0.570,0.205,0.567,0.829
1.057,-0.572,0.205,0.558,0.825
1.058,-0.561,0.202,0.565,0.821
1.058,-0.556,0.196,0.564,0.816
1.059,-0.549,0.200,0.574,0.819
1.062,-0.534,0.202,0.583,0.816
1.064,-0.526,0.200,0.582,0.810
1.067,-0.506,0.205,0.581,0.797
1.069,-0.508,0.206,0.586,0.802
1.071,-0.497,0.201,0.589,0.797
1.074,-0.493,0.215,0.593,0.800
1.076,-0.489,0.215,0.594,0.799
1.079,-0.483,0.219,0.606,0.805
1.081,-0.486,0.221,0.598,0.801
1.084,-0.496,0.224,0.608,0.816
1.086,-0.505,0.230,0.603,0.819
1.089,-0.510,0.240,0.607,0.828
1.091,-0.529,0.243,0.602,0.837
1.094,-0.531,0.255,0.596,0.838
1.096,-0.539,0.261,0.576,0.831
1.098,-0.543,0.258,0.565,0.825
1.101,-0.555,0.267,0.542,0.820
1.104,-0.557,0.273,0.520,0.809
1.106,-0.569,0.279,0.491,0.802
1.109,-0.575,0.285,0.474,0.798
1.111,-0.587,0.297,0.454,0.799
1.113,-0.598,0.303,0.440,0.802
1.116,-0.601,0.314,0.421,0.799
1.118,-0.603,0.323,0.405,0.795
1.121,-0.600,0.328,0.395,0.790
1.123,-0.604,0.338,0.385,0.792
1.126,-0.601,0.344,0.364,0.783
1.128,-0.599,0.349,0.356,0.779
1.131,-0.596,0.351,0.354,0.777
1.133,-0.591,0.357,0.349,0.774
1.137,-0.590,0.362,0.349,0.775
1.138,-0.582,0.345,0.351,0.762
1.141,-0.580,0.343,0.352,0.760
1.143,-0.576,0.343,0.353,0.757
1.146,-0.572,0.332,0.365,0.756
1.148,-0.558,0.336,0.365,0.746
1.151,-0.543,0.326,0.360,0.728
1.153,-0.531,0.316,0.367,0.718
1.156,-0.523,0.304,0.374,0.712
1.158,-0.502,0.297,0.383,0.698
1.161,-0.496,0.292,0.393,0.697
1.163,-0.488,0.281,0.403,0.692
1.165,-0.478,0.275,0.417,0.691
1.168,-0.459,0.270,0.419,0.678
1.171,-0.453,0.268,0.424,0.676
1.173,-0.444,0.256,0.426,0.667
1.176,-0.442,0.246,0.422,0.658
1.178,-0.425,0.244,0.421,0.647
1.180,-0.415,0.246,0.407,0.631
1.183,-0.406,0.234,0.403,0.618
1.185,-0.403,0.236,0.391,0.609
1.189,-0.394,0.234,0.364,0.585
1.191,-0.380,0.232,0.364,0.575
1.193,-0.375,0.226,0.342,0.556
1.196,-0.367,0.227,0.347,0.553
1.198,-0.364,0.222,0.338,0.544
1.200,-0.359,0.229,0.328,0.537
1.204,-0.358,0.224,0.336,0.539
1.205,-0.359,0.224,0.344,0.545
1.208,-0.354,0.217,0.351,0.544
1.210,-0.356,0.215,0.368,0.555
1.213,-0.366,0.213,0.390,0.576
1.215,-0.371,0.213,0.413,0.595
1.218,-0.375,0.212,0.437,0.614
1.220,-0.379,0.209,0.455,0.628
1.223,-0.387,0.215,0.466,0.643
1.225,-0.385,0.208,0.481,0.650
1.228,-0.384,0.205,0.475,0.644
1.230,-0.377,0.205,0.470,0.636
1.232,-0.384,0.206,0.459,0.632
1.235,-0.383,0.208,0.455,0.630
1.238,-0.385,0.208,0.439,0.619
1.240,-0.393,0.209,0.433,0.621
1.242,-0.398,0.210,0.440,0.629
1.245,-0.403,0.213,0.429,0.626
1.247,-0.416,0.212,0.432,0.636
1.250,-0.426,0.218,0.440,0.651
1.252,-0.438,0.232,0.446,0.667
1.255,-0.456,0.245,0.437,0.677
1.258,-0.475,0.258,0.431,0.691
1.260,-0.481,0.253,0.407,0.679
1.262,-0.492,0.257,0.387,0.677
1.265,-0.495,0.257,0.380,0.675
1.271,-0.493,0.255,0.353,0.658
1.271,-0.493,0.248,0.347,0.651
1.272,-0.495,0.260,0.325,0.647
1.275,-0.493,0.261,0.310,0.638
1.277,-0.496,0.265,0.294,0.634
1.280,-0.501,0.266,0.283,0.634
1.282,-0.497,0.271,0.283,0.633
1.285,-0.506,0.277,0.274,0.639
1.287,-0.501,0.277,0.262,0.630
1.290,-0.500,0.278,0.252,0.625
1.292,-0.499,0.275,0.248,0.621
1.295,-0.487,0.264,0.247,0.607
1.297,-0.482,0.256,0.244,0.599
1.300,-0.474,0.242,0.248,0.587
1.302,-0.460,0.246,0.247,0.577
1.304,-0.455,0.239,0.254,0.573
1.307,-0.444,0.231,0.261,0.564
1.309,-0.454,0.221,0.283,0.579
1.312,-0.456,0.226,0.305,0.593
1.314,-0.468,0.221,0.331,0.615
1.317,-0.482,0.222,0.367,0.645
1.319,-0.492,0.210,0.420,0.680
1.325,-0.504,0.214,0.462,0.717
1.325,-0.522,0.217,0.515,0.765
1.327,-0.539,0.224,0.548,0.801
1.329,-0.565,0.234,0.590,0.850
1.332,-0.593,0.253,0.638,0.907
